"floors","rooms","width","length","size","area_name","region_name","price","living_size","toilets","ward_name","direction","directionNumber","balconydirection","balconydirectionNumber"
"4","4","4","11","44","Quận 8","Tp Hồ Chí Minh","5800000000","176","3","Phường 3","Hướng Đông Bắc","5","","0"
"1","2","4","12","47.8","Quận Gò Vấp","Tp Hồ Chí Minh","4750000000","82","2","Phường 12","","7","","0"
"2","3","4.5","18","81","Thành phố Thủ Đức","Tp Hồ Chí Minh","10500000000","140","2","Phường An Phú (Quận 2 cũ)","","0","","0"
"3","3","15","20","300","Quận Ngũ Hành Sơn","Đà Nẵng","20950000000","470","3","Phường Hoà Hải","","0","","0"
"1","3","5","20","100","Thành phố Buôn Ma Thuột","Đắk Lắk","2690000000","170","3","Phường Ea Tam","","0","","0"
"2","2","4","17","68","Huyện Củ Chi","Tp Hồ Chí Minh","1500000000","68","2","Xã Bình Mỹ","","0","","0"
"4","6","4","25","100","Quận Bình Tân","Tp Hồ Chí Minh","11300000000","329","7","Phường Bình Trị Đông B","","3","","0"
"1","2","6","20","120","Thành phố Buôn Ma Thuột","Đắk Lắk","2600000000","120","2","Phường Tân Thành","","0","","0"
"5","5","7","22","154","Thành phố Tuy Hòa","Phú Yên","12551000000","603","5","Xã Bình Kiến","","0","","0"
"3","6","8","25","200","Thành phố Thủ Đức","Tp Hồ Chí Minh","30000000000","377","5","Phường Thảo Điền (Quận 2 cũ)","","6","","0"
"2","2","5","20","100","Quận Bình Tân","Tp Hồ Chí Minh","6100000000","129","2","Phường An Lạc","","0","","0"
"2","2","","","321","Quận Bình Thạnh","Tp Hồ Chí Minh","35000000000","0","0","Phường 27","","2","","0"
"2","4","14","21","240","Huyện Hóc Môn","Tp Hồ Chí Minh","9100000000","440","5","Xã Tân Hiệp","","0","","0"
"2","2","5","18","90","Quận Bình Tân","Tp Hồ Chí Minh","5600000000","180","2","Phường An Lạc","","0","","0"
"1","3","5","25","125","Thành phố Buôn Ma Thuột","Đắk Lắk","3100000000","200","3","Xã Cư ÊBur","","0","","0"
"2","11","5","29","145.5","Quận Bình Tân","Tp Hồ Chí Minh","11500000000","0","7","Phường An Lạc","","4","","0"
"3","5","13.5","18","237","Thành phố Thủ Đức","Tp Hồ Chí Minh","41500000000","350","4","Phường An Khánh (Quận 2 cũ)","","7","","0"
"1","2","6","24","128","Thành phố Buôn Ma Thuột","Đắk Lắk","3300000000","150","2","Phường Thành Nhất","","0","","0"
"2","2","4","8","32","Huyện Bình Chánh","Tp Hồ Chí Minh","315000000","60","2","Xã Bình Chánh","","0","","0"
"3","4","3.5","12","45.8","Quận Phú Nhuận","Tp Hồ Chí Minh","3500000000","0","3","Phường 5","","0","","0"
"2","2","3.45","8.72","30.1","Quận 7","Tp Hồ Chí Minh","2500000000","0","2","Phường Bình Thuận","","0","","0"
"","2","4","12.5","50","Thành phố Thủ Đức","Tp Hồ Chí Minh","3150000000","0","0","Phường Linh Tây (Quận Thủ Đức cũ)","","0","","0"
"1","2","4.9","19","100","Thành phố Buôn Ma Thuột","Đắk Lắk","2900000000","150","2","Xã Cư ÊBur","","0","","0"
"4","5","4","16","64","Quận Tân Phú","Tp Hồ Chí Minh","10500000000","214","5","Phường Tân Thành","","0","","0"
"1","3","5","20","100","Thành phố Buôn Ma Thuột","Đắk Lắk","2950000000","150","2","Xã Cư ÊBur","","0","","0"
"2","3","4","22","83","Quận 12","Tp Hồ Chí Minh","3600000000","123","3","Phường Thạnh Lộc","","5","","0"
"1","3","6","23","130","Thành phố Buôn Ma Thuột","Đắk Lắk","4400000000","200","3","Phường Thành Nhất","","0","","0"
"5","11","13","24","223","Quận Tân Phú","Tp Hồ Chí Minh","16800000000","1000","7","Phường Sơn Kỳ","","0","","0"
"1","3","5","11.5","80","Thành phố Buôn Ma Thuột","Đắk Lắk","1690000000","80","2","Phường Tân Lợi","","0","","0"
"1","2","4.5","8","42","Quận Gò Vấp","Tp Hồ Chí Minh","2650000000","85","2","Phường 6","","0","","0"
"","3","","","30.5","Quận 5","Tp Hồ Chí Minh","6300000000","0","0","Phường 2","","0","","0"
"","2","5","34","135","Thành phố Biên Hòa","Đồng Nai","1100000000","135","0","Phường Phước Tân","","6","","0"
"5","4","4.5","10","45","Quận Cầu Giấy","Hà Nội","5000000000","45","4","Phường Dịch Vọng Hậu","","0","","0"
"1","6","13","26","338","Huyện Củ Chi","Tp Hồ Chí Minh","3800000000","338","4","Xã Bình Mỹ","","0","","0"
"6","4","4","10","41","Quận Hoàng Mai","Hà Nội","5980000000","200","4","Phường Hoàng Văn Thụ","","6","","0"
"5","8","8","25","203","Quận 12","Tp Hồ Chí Minh","7990000000","0","7","Phường Tân Thới Nhất","","8","","0"
"5","6","5","10","50","Quận Ba Đình","Hà Nội","5000000000","50","4","Phường Ngọc Hà","","0","","0"
"","2","5","19","91","Thành phố Thủ Đức","Tp Hồ Chí Minh","950000000","91","1","Phường Tân Phú (Quận 9 cũ)","","6","","0"
"1","2","4","15","60","Quận Tân Phú","Tp Hồ Chí Minh","6800000000","60","2","Phường Tân Quý","","0","","0"
"","6","4.2","10.5","50","Quận 5","Tp Hồ Chí Minh","11000000000","0","4","Phường 6","","0","","0"
"4","6","7","23","157","Thành phố Thủ Đức","Tp Hồ Chí Minh","13000000000","350","6","Phường Long Trường (Quận 9 cũ)","","0","","0"
"5","4","","","35","Quận Hoàng Mai","Hà Nội","3300000000","0","4","Phường Thanh Trì","","8","","0"
"5","11","5","25","125.1","Thành phố Thủ Đức","Tp Hồ Chí Minh","24500000000","558","7","Phường An Khánh (Quận 2 cũ)","Hướng Tây Bắc","7","","0"
"5","6","3.65","12","43","Quận 10","Tp Hồ Chí Minh","3500000000","43","7","Phường 1","","0","","0"
"4","5","4","14","56","Quận Tân Bình","Tp Hồ Chí Minh","6950000000","250","5","Phường 15","","5","","0"
"1","3","5","12","52","Thành phố Buôn Ma Thuột","Đắk Lắk","15000000000","100","3","Phường Thành Công","","0","","0"
"4","4","4.25","16","64","Quận 10","Tp Hồ Chí Minh","9000000000","200","5","Phường 14","","0","","0"
"2","4","5","19","92","Quận 12","Tp Hồ Chí Minh","5800000000","150","4","Phường Thạnh Lộc","","7","","0"
"4","3","","","31","Quận Phú Nhuận","Tp Hồ Chí Minh","5990000000","0","3","Phường 13","","0","","0"
"","4","4","10","41","Quận Đống Đa","Hà Nội","5000000000","41","3","Phường Kim Liên","","0","","0"
"3","4","5","26","130","Thành phố Đồng Xoài","Bình Phước","2000000000","305","5","Xã Tiến Hưng","","4","","0"
"3","4","5","26","130","Thành phố Đồng Xoài","Bình Phước","2000000000","305","5","Xã Tiến Hưng","","4","","0"
"","4","","","79","Quận Gò Vấp","Tp Hồ Chí Minh","6700000000","0","6","Phường 8","","0","","0"
"5","4","","","54","Quận Phú Nhuận","Tp Hồ Chí Minh","11500000000","0","5","Phường 9","","0","","0"
"","3","12","37","445","Thành phố Thủ Đức","Tp Hồ Chí Minh","33000000000","300","4","Phường Phú Hữu (Quận 9 cũ)","Hướng Nam","3","","0"
"2","3","4.5","15","69","Quận 12","Tp Hồ Chí Minh","3190000000","0","2","Phường Thạnh Lộc","","0","","0"
"3","4","","","344","Quận 3","Tp Hồ Chí Minh","180000000000","0","5","Phường Võ Thị Sáu","","0","","0"
"5","5","4.11","11","45","Quận Hoàng Mai","Hà Nội","3900000000","225","5","Phường Trần Phú","","5","","0"
"3","4","4","20.3","81","Quận Phú Nhuận","Tp Hồ Chí Minh","14200000000","0","3","Phường 9","","0","","0"
"","4","4","12.5","44","Quận Bình Thạnh","Tp Hồ Chí Minh","6500000000","0","0","Phường 26","","0","","0"
"3","4","4.5","16","72","Quận Cái Răng","Cần Thơ","5190000000","221","4","Phường Hưng Phú","","7","","0"
"1","1","4.5","3","14","Quận 12","Tp Hồ Chí Minh","490000000","28","1","Phường Hiệp Thành","","2","","0"
"","4","7","13","88","Quận Tân Phú","Tp Hồ Chí Minh","9500000000","88","4","Phường Tây Thạnh","","0","","0"
"","4","5","19","90","Quận Gò Vấp","Tp Hồ Chí Minh","9750000000","100","4","Phường 17","","0","","0"
"5","5","","","33","Quận Phú Nhuận","Tp Hồ Chí Minh","6990000000","0","6","Phường 3","","0","","0"
"2","2","4.5","17","78","Quận Bình Tân","Tp Hồ Chí Minh","3699000000","100","2","Phường Bình Hưng Hoà B","","4","","0"
"4","2","","","27","Quận Phú Nhuận","Tp Hồ Chí Minh","5600000000","0","2","Phường 1","","0","","0"
"2","3","8","8","64","Quận Bình Thạnh","Tp Hồ Chí Minh","4900000000","0","0","Phường 12","","0","","0"
"","2","7","19","112","Thành phố Thủ Đức","Tp Hồ Chí Minh","7500000000","136","1","Phường Tăng Nhơn Phú B (Quận 9 cũ)","","0","","0"
"1","2","4","6","26","Quận 12","Tp Hồ Chí Minh","630000000","64","1","Phường Thạnh Xuân","","1","","0"
"3","4","","","32","Quận Phú Nhuận","Tp Hồ Chí Minh","5400000000","0","3","Phường 8","","0","","0"
"","5","6.5","25","167","Thành phố Thủ Đức","Tp Hồ Chí Minh","29500000000","0","0","Phường Thảo Điền (Quận 2 cũ)","","0","","0"
"5","3","","","38","Quận Long Biên","Hà Nội","3450000000","0","4","Phường Long Biên","","0","","0"
"1","3","4.5","15","67.5","Huyện Bến Lức","Long An","765000000","135","2","Xã Long Hiệp","","0","","0"
"4","4","","","52","Quận Long Biên","Hà Nội","3600000000","0","5","Phường Thạch Bàn","","0","","0"
"","4","4.5","17","76","Quận 12","Tp Hồ Chí Minh","4250000000","183","5","Phường Thạnh Xuân","","6","","0"
"2","2","6","4","24","Quận Gò Vấp","Tp Hồ Chí Minh","2050000000","72","3","Phường 11","","0","","0"
"2","3","5","27.5","141","Huyện Đức Hòa","Long An","2565000000","290","2","Xã Mỹ Hạnh Nam","","6","","0"
"","4","","","245","Huyện Củ Chi","Tp Hồ Chí Minh","12500000000","0","0","Xã Tân Thông Hội","","0","","0"
"4","5","4","18","72","Quận Tân Phú","Tp Hồ Chí Minh","7800000000","222","0","Phường Phú Thọ Hòa","","0","","0"
"4","11","7.2","20","140.9","Quận Tân Bình","Tp Hồ Chí Minh","13200000000","0","7","Phường 9","","6","","0"
"4","4","4","16","63","Quận Gò Vấp","Tp Hồ Chí Minh","5600000000","156","5","Phường 16","Hướng Nam","3","","0"
"5","3","","","38","Quận Long Biên","Hà Nội","2750000000","0","5","Phường Thạch Bàn","","0","","0"
"3","4","4","15","60","Quận Bình Tân","Tp Hồ Chí Minh","8700000000","180","4","Phường Bình Hưng Hoà B","","2","","0"
"5","4","3.8","9.2","35","Quận Hoàng Mai","Hà Nội","4790000000","175","4","Phường Lĩnh Nam","","8","","0"
"2","2","4","14","54","Quận Bình Tân","Tp Hồ Chí Minh","3640000000","100","2","Phường Bình Hưng Hoà B","","3","","0"
"","2","","","62","Quận Gò Vấp","Tp Hồ Chí Minh","4600000000","0","0","Phường 14","","0","","0"
"10","11","10","24","240","Quận Hải Châu","Đà Nẵng","67000000000","2300","7","Phường Thạch Thang","","8","","0"
"3","3","4","11","45","Quận Tân Phú","Tp Hồ Chí Minh","6100000000","150","4","Phường Tân Thành","","2","","0"
"","2","4","10","40","Quận Tân Phú","Tp Hồ Chí Minh","3300000000","60","0","Phường Tây Thạnh","","0","","0"
"","4","5","","70","Thành phố Thủ Đức","Tp Hồ Chí Minh","6000000000","0","4","Phường Hiệp Bình Chánh (Quận Thủ Đức cũ)","","0","","0"
"3","4","4","","65","Thành phố Thủ Đức","Tp Hồ Chí Minh","6000000000","130","4","Phường Hiệp Bình Chánh (Quận Thủ Đức cũ)","","0","","0"
"","4","4.5","16","64","Huyện Nhà Bè","Tp Hồ Chí Minh","3700000000","126","3","Thị trấn Nhà Bè","","0","","0"
"3","4","5.4","","47","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","4200000000","141","5","Phường Thắng Tam","","8","","0"
"2","3","4","16.5","66.1","Quận Gò Vấp","Tp Hồ Chí Minh","1500000000","135","3","Phường 1","","0","","0"
"2","4","3","8.5","25.5","Quận Bình Tân","Tp Hồ Chí Minh","2830000000","105","3","Phường Bình Hưng Hòa","","0","","0"
"5","7","7","24","170.4","Thành phố Thủ Đức","Tp Hồ Chí Minh","185000000000","670","6","Phường An Lợi Đông (Quận 2 cũ)","","0","","0"
"","4","","","60","Quận Cầu Giấy","Hà Nội","13200000000","0","4","Phường Trung Hoà","","0","","0"
"","2","","","35","Quận Thanh Khê","Đà Nẵng","1700000000","0","0","Phường Xuân Hà","","0","","0"
"","4","5","15","75","Thành phố Thủ Đức","Tp Hồ Chí Minh","11500000000","220","3","Phường Phú Hữu (Quận 9 cũ)","","0","","0"
"","3","20","50","999","Quận Tân Phú","Tp Hồ Chí Minh","140000000000","4000","7","Phường Tây Thạnh","","0","","0"
"1","2","6.5","27","170","Thành phố Long Khánh","Đồng Nai","3490000000","170","2","Phường Xuân Tân","","7","","0"
"2","2","4","11","44","Huyện Bình Chánh","Tp Hồ Chí Minh","1100000000","88","2","Xã Vĩnh Lộc A","","1","","0"
"2","2","32","10","32","Quận 8","Tp Hồ Chí Minh","2300000000","64","0","Phường 15","","0","","0"
"","1","6","","52","Quận Thanh Khê","Đà Nẵng","1580000000","60","0","Phường Chính Gián","","0","","0"
"2","3","4.16","18","66.9","Quận Tân Bình","Tp Hồ Chí Minh","7900000000","110","2","Phường 9","","0","","0"
"2","3","4","11","44","Huyện Bình Chánh","Tp Hồ Chí Minh","1450000000","80","2","Xã Vĩnh Lộc B","","4","","0"
"2","2","","","40","Quận Hải Châu","Đà Nẵng","2490000000","70","2","Phường Hải Châu I","","0","","0"
"","1","4","9","36","Huyện Hóc Môn","Tp Hồ Chí Minh","1400000000","36","0","Xã Tân Xuân","","1","","0"
"4","3","","","38","Quận Đống Đa","Hà Nội","3800000000","0","3","Phường Nam Đồng","","0","","0"
"1","3","5","22","105","Thành phố Thủ Dầu Một","Bình Dương","3600000000","120","2","Phường Phú Hòa","","5","","0"
"","5","4.5","19","85.5","Quận Ninh Kiều","Cần Thơ","8399000000","0","0","Phường An Khánh","","5","","0"
"3","5","15","16","276","Huyện Hóc Môn","Tp Hồ Chí Minh","13600000000","600","5","Xã Thới Tam Thôn","","0","","0"
"","4","","","54","Quận 1","Tp Hồ Chí Minh","26500000000","0","0","Phường Phạm Ngũ Lão","","0","","0"
"2","2","3","6.5","20","Quận 7","Tp Hồ Chí Minh","2000000000","0","2","Phường Tân Hưng","","0","","0"
"","3","","","62","Quận Bình Thạnh","Tp Hồ Chí Minh","4900000000","0","0","Phường 12","","0","","0"
"4","3","","","71","Quận Bình Thạnh","Tp Hồ Chí Minh","8800000000","280","0","Phường 13","","0","","0"
"","2","5","","92","Quận Sơn Trà","Đà Nẵng","6100000000","0","1","Phường Mân Thái","","2","","0"
"4","2","4.2","6","24","Quận Đống Đa","Hà Nội","2600000000","96","3","Phường Văn Chương","","0","","0"
"","3","5","16","80","Quận Bình Tân","Tp Hồ Chí Minh","1350000000","160","2","Phường Bình Trị Đông A","","0","","0"
"2","2","","","38","Huyện Hoài Đức","Hà Nội","2650000000","0","0","Xã Kim Chung","","0","","0"
"1","2","4","28","110","Huyện Hóc Môn","Tp Hồ Chí Minh","3590000000","110","1","Xã Trung Chánh","","0","","0"
"5","4","4.6","10","50","Quận Gò Vấp","Tp Hồ Chí Minh","5950000000","0","4","Phường 15","","0","","0"
"2","2","4","21","84","Thành phố Sóc Trăng","Sóc Trăng","2800000000","84","2","Phường 10","","7","","0"
"4","6","5","20","345","Thành phố Bà Rịa","Bà Rịa - Vũng Tàu","5600000000","400","6","Phường Phước Hưng","","8","","0"
"1","2","3","8","24","Huyện Hóc Môn","Tp Hồ Chí Minh","2050000000","48","2","Xã Bà Điểm","","8","","0"
"3","3","3","10","30","Quận 1","Tp Hồ Chí Minh","5950000000","100","3","Phường Tân Định","","0","","0"
"1","2","4","20","80","Huyện Hóc Môn","Tp Hồ Chí Minh","2290000000","80","2","Xã Xuân Thới Đông","","4","","0"
"3","4","3.65","16.5","55.6","Quận Gò Vấp","Tp Hồ Chí Minh","8200000000","120","5","Phường 10","","5","","0"
"1","2","3.5","20","75","Huyện Hóc Môn","Tp Hồ Chí Minh","4950000000","150","2","Xã Bà Điểm","","5","","0"
"","3","","","68","Thành phố Thủ Đức","Tp Hồ Chí Minh","5300000000","0","0","Phường Hiệp Bình Chánh (Quận Thủ Đức cũ)","","0","","0"
"2","2","4","8","32","Quận Bình Tân","Tp Hồ Chí Minh","3250000000","64","2","Phường Bình Trị Đông","","0","","0"
"1","2","4","15","60","Huyện Hóc Môn","Tp Hồ Chí Minh","3100000000","120","2","Xã Xuân Thới Thượng","","3","","0"
"3","4","4","13","52","Quận Bình Tân","Tp Hồ Chí Minh","4200000000","156","3","Phường Bình Hưng Hoà B","","0","","0"
"4","5","4","14.5","54","Quận Phú Nhuận","Tp Hồ Chí Minh","11400000000","175","5","Phường 9","","0","","0"
"2","4","3.65","12","44","Thành phố Thủ Đức","Tp Hồ Chí Minh","3850000000","80","2","Phường Linh Chiểu (Quận Thủ Đức cũ)","","6","","0"
"3","4","5","11","55","Quận Bình Tân","Tp Hồ Chí Minh","4700000000","200","5","Phường Bình Trị Đông A","","2","","0"
"1","2","4","18","72","Huyện Hóc Môn","Tp Hồ Chí Minh","4900000000","95","2","Xã Bà Điểm","","8","","0"
"","3","5","","40","Quận Gò Vấp","Tp Hồ Chí Minh","3700000000","160","4","Phường 3","","0","","0"
"4","3","4","7.6","30","Quận Tân Bình","Tp Hồ Chí Minh","4600000000","120","3","Phường 5","","0","","0"
"","5","","","74","Quận 12","Tp Hồ Chí Minh","6290000000","235","5","Phường Hiệp Thành","","7","","0"
"1","1","4","14","56","Huyện Hóc Môn","Tp Hồ Chí Minh","2850000000","56","1","Xã Bà Điểm","","8","","0"
"2","1","3","4","12","Quận 12","Tp Hồ Chí Minh","730000000","24","1","Phường Hiệp Thành","","8","","0"
"1","3","4","25","100","Huyện Hóc Môn","Tp Hồ Chí Minh","5200000000","200","2","Xã Trung Chánh","","0","","0"
"","3","","","50","Quận Bình Thạnh","Tp Hồ Chí Minh","5350000000","0","0","Phường 11","","0","","0"
"","7","4","28","110","Quận Gò Vấp","Tp Hồ Chí Minh","9000000000","300","7","Phường 5","","0","","0"
"","2","3.5","9","30","Quận 12","Tp Hồ Chí Minh","910000000","60","2","Phường Thạnh Lộc","","0","","0"
"2","3","5.6","17","84","Thành phố Thủ Đức","Tp Hồ Chí Minh","8000000000","118","2","Phường Hiệp Bình Chánh (Quận Thủ Đức cũ)","","0","","0"
"","11","100","250","22689","Thành phố Phan Thiết","Bình Thuận","210000000000","24819","7","Phường Mũi Né","","6","","0"
"2","3","5.5","12","66","Quận Tân Bình","Tp Hồ Chí Minh","5100000000","0","4","Phường 9","","0","","0"
"","3","4.3","","45","Quận Hoàng Mai","Hà Nội","4000000000","45","0","Phường Tương Mai","","0","","0"
"3","3","3.2","10","30","Quận 10","Tp Hồ Chí Minh","5180000000","0","3","Phường 9","","0","","0"
"","6","","","144","Quận Bình Tân","Tp Hồ Chí Minh","5750000000","0","6","Phường Bình Hưng Hoà A","","0","","0"
"2","2","4","20","80","Quận 12","Tp Hồ Chí Minh","5200000000","94","2","Phường Tân Thới Nhất","","3","","0"
"","4","5","22","110","Huyện Hóc Môn","Tp Hồ Chí Minh","2450000000","200","4","Xã Xuân Thới Sơn","","0","","0"
"4","6","5","16","90","Quận Tân Phú","Tp Hồ Chí Minh","13000000000","360","6","Phường Tân Thành","","0","","0"
"","3","","","56","Quận 12","Tp Hồ Chí Minh","2450000000","0","0","Phường Tân Thới Hiệp","","0","","0"
"2","3","4","14","56","Quận Bình Tân","Tp Hồ Chí Minh","3200000000","0","2","Phường Tân Tạo","","4","","0"
"2","2","4","16","56","Quận 12","Tp Hồ Chí Minh","3450000000","101","2","Phường Thạnh Xuân","","3","","0"
"3","4","6.9","23","157","Quận 10","Tp Hồ Chí Minh","36000000000","470","5","Phường 12","","0","","0"
"","1","5","17","65","Quận Gò Vấp","Tp Hồ Chí Minh","8450000000","65","1","Phường 15","","5","","0"
"3","4","3.5","8.5","30","Quận 12","Tp Hồ Chí Minh","1580000000","90","2","Phường Thới An","","1","","0"
"1","3","6","12","77","Thành phố Biên Hòa","Đồng Nai","3100000000","140","2","Phường Hoá An","","0","","0"
"3","3","3.2","8.3","23","Quận 6","Tp Hồ Chí Minh","2900000000","58","2","Phường 8","","3","","0"
"","7","","","125","Quận 12","Tp Hồ Chí Minh","11990000000","0","6","Phường Thới An","","0","","0"
"4","4","4.5","13","58","Quận Gò Vấp","Tp Hồ Chí Minh","5950000000","155","5","Phường 14","","7","","0"
"1","1","5","35","175","Huyện Củ Chi","Tp Hồ Chí Minh","2650000000","175","2","Xã Tân Thạnh Đông","Hướng Đông","1","","0"
"1","3","10","30","301","Huyện Nhà Bè","Tp Hồ Chí Minh","5000000000","301","1","Xã Long Thới","","3","","0"
"","3","","","56","Quận 10","Tp Hồ Chí Minh","5900000000","0","0","Phường 4","","0","","0"
"3","5","12","16","192","Thành phố Thủ Đức","Tp Hồ Chí Minh","22500000000","244","5","Phường Phước Long B (Quận 9 cũ)","Hướng Tây Nam","8","","0"
"1","1","","","62","Quận Tân Bình","Tp Hồ Chí Minh","5500000000","62","1","Phường 15","","6","","0"
"4","5","5","20","100","Quận 12","Tp Hồ Chí Minh","7390000000","252","5","Phường Hiệp Thành","","8","","0"
"3","4","4.2","14","60","Thành phố Thủ Đức","Tp Hồ Chí Minh","7100000000","180","0","Phường Hiệp Bình Chánh (Quận Thủ Đức cũ)","","0","","0"
"","3","","","79","Quận Gò Vấp","Tp Hồ Chí Minh","5300000000","0","0","Phường 9","","0","","0"
"2","4","5","34","170","Quận 12","Tp Hồ Chí Minh","4850000000","0","3","Phường Tân Thới Hiệp","","0","","0"
"1","2","4","10","40","Quận 12","Tp Hồ Chí Minh","820000000","95","2","Phường Thạnh Xuân","","0","","0"
"3","3","4.8","16","72","Quận 8","Tp Hồ Chí Minh","4400000000","0","3","Phường 5","Hướng Tây Bắc","7","","0"
"2","3","5","11","55","Huyện Bình Chánh","Tp Hồ Chí Minh","1500000000","85","2","Xã Quy Đức","Hướng Tây Nam","8","","0"
"3","3","3.05","8","28.5","Quận 8","Tp Hồ Chí Minh","2450000000","85","2","Phường 9","Hướng Bắc","4","","0"
"1","2","4.5","13","58","Quận 12","Tp Hồ Chí Minh","1380000000","120","2","Phường Thạnh Xuân","","0","","0"
"5","4","4","13","54","Quận 8","Tp Hồ Chí Minh","4950000000","270","5","Phường 1","Hướng Bắc","4","","0"
"2","2","3.5","10","35","Quận 12","Tp Hồ Chí Minh","960000000","70","2","Phường Thạnh Lộc","","0","","0"
"3","3","6.8","7","43","Quận Gò Vấp","Tp Hồ Chí Minh","4000000000","0","3","Phường 15","","0","","0"
"","4","4","16","64","Quận Gò Vấp","Tp Hồ Chí Minh","8200000000","0","6","Phường 12","","7","","0"
"2","3","4","11","52","Quận 12","Tp Hồ Chí Minh","1070000000","106","2","Phường Thạnh Lộc","","0","","0"
"2","2","4.12","16.2","66.4","Quận 5","Tp Hồ Chí Minh","10300000000","0","2","Phường 4","","0","","0"
"2","2","4.2","11","45","Quận Bình Tân","Tp Hồ Chí Minh","1780000000","90","2","Phường Bình Hưng Hoà B","","0","","0"
"","2","5.7","15","89","Huyện Hòa Thành","Tây Ninh","790000000","0","0","Xã Trường Tây","","0","","0"
"3","3","2","8","16","Quận Bình Tân","Tp Hồ Chí Minh","1700000000","0","2","Phường Bình Hưng Hòa","","0","","0"
"1","2","4","14.2","57","Quận Gò Vấp","Tp Hồ Chí Minh","3350000000","72","1","Phường 11","","0","","0"
"1","2","3.5","7.5","25","Huyện Bình Chánh","Tp Hồ Chí Minh","580000000","50","2","Xã Hưng Long","","0","","0"
"4","4","9","","62","Quận Hải Châu","Đà Nẵng","5500000000","0","4","Phường Hòa Cường Bắc","","0","","0"
"2","5","10","28.3","301","Huyện Đức Hòa","Long An","6200000000","659","3","Xã Mỹ Hạnh Nam","","6","","0"
"","2","4","28","114","Huyện Hòa Thành","Tây Ninh","920000000","0","0","Xã Trường Tây","","2","","0"
"2","3","4","5","20","Quận 8","Tp Hồ Chí Minh","1650000000","0","2","Phường 3","","0","","0"
"","2","","","130","Thị xã Bến Cát","Bình Dương","1600000000","0","2","Phường Hòa Lợi","","0","","0"
"3","3","4.1","12","50","Quận Gò Vấp","Tp Hồ Chí Minh","3750000000","0","3","Phường 14","","0","","0"
"","10","45","27","125","Quận Bình Tân","Tp Hồ Chí Minh","4500000000","200","7","Phường Bình Trị Đông A","","0","","0"
"3","3","4","11.75","47","Quận 1","Tp Hồ Chí Minh","3580000000","0","3","Phường Cầu Ông Lãnh","","0","","0"
"2","2","4.1","10","36.1","Quận 12","Tp Hồ Chí Minh","3200000000","82","1","Phường Đông Hưng Thuận","","2","","0"
"3","4","4.2","16.5","65","Quận Gò Vấp","Tp Hồ Chí Minh","6700000000","180","3","Phường 17","","0","","0"
"3","3","5.6","12","67.2","Quận Tân Bình","Tp Hồ Chí Minh","2900000000","0","3","Phường 10","","0","","0"
"4","4","5","19","91","Huyện Nhà Bè","Tp Hồ Chí Minh","5000000000","0","5","Xã Nhơn Đức","","0","","0"
"4","4","4","15","59","Quận Tân Phú","Tp Hồ Chí Minh","6000000000","0","4","Phường Tây Thạnh","","0","","0"
"3","3","4","16","56","Quận 5","Tp Hồ Chí Minh","3260000000","0","3","Phường 4","","0","","0"
"","2","4","13","54","Thành phố Thuận An","Bình Dương","1940000000","54","1","Phường Lái Thiêu","","0","","0"
"2","3","6.53","14.7","96","Thị xã Tân Uyên","Bình Dương","1650000000","64","2","Phường Tân Phước Khánh","","6","","0"
"3","3","4.6","10","46","Quận Phú Nhuận","Tp Hồ Chí Minh","2800000000","0","3","Phường 5","","0","","0"
"","3","","","73","Quận Tân Phú","Tp Hồ Chí Minh","5400000000","0","0","Phường Hiệp Tân","","0","","0"
"2","8","4.5","28","120","Quận Bình Tân","Tp Hồ Chí Minh","5300000000","220","7","Phường Bình Trị Đông A","","7","","0"
"4","4","4.5","7.9","35.6","Quận Hà Đông","Hà Nội","2400000000","142","3","Phường Yên Nghĩa","","0","","0"
"2","2","3","7","21","Thành phố Thủ Đức","Tp Hồ Chí Minh","800000000","21","2","Phường Hiệp Bình Chánh (Quận Thủ Đức cũ)","","3","","0"
"","1","4.8","15","72","Thành phố Biên Hòa","Đồng Nai","950000000","72","1","Phường Hoá An","","0","","0"
"3","8","8","25","544","Quận Bình Tân","Tp Hồ Chí Minh","21000000000","544","6","Phường An Lạc","","6","","0"
"3","3","4","22.5","89.1","Thành phố Dĩ An","Bình Dương","3700000000","89","3","Phường Tân Bình","","7","","0"
"","1","8","17","128","Quận Gò Vấp","Tp Hồ Chí Minh","18000000000","128","0","Phường 16","","0","","0"
"","1","","","13","Quận Bình Thạnh","Tp Hồ Chí Minh","1800000000","0","1","Phường 19","","0","","0"
"","5","","","60","Quận 6","Tp Hồ Chí Minh","9800000000","0","0","Phường 11","","0","","0"
"2","2","4","11.5","49","Thành phố Thủ Đức","Tp Hồ Chí Minh","3650000000","46","1","Phường Hiệp Bình Chánh (Quận Thủ Đức cũ)","","6","","0"
"","3","","","44","Quận 12","Tp Hồ Chí Minh","3580000000","0","3","Phường Hiệp Thành","","0","","0"
"","2","55","14250","77","Quận Tân Bình","Tp Hồ Chí Minh","5490000000","77","1","Phường 15","","0","","0"
"2","3","4","17.7","69","Thành phố Dĩ An","Bình Dương","2700000000","130","2","Phường Tân Bình","","8","","0"
"2","4","6","7","40","Quận Bình Tân","Tp Hồ Chí Minh","3300000000","42","2","Phường Bình Hưng Hòa","","0","","0"
