"floors","rooms","width","length","size","area_name","region_name","price","living_size","toilets","ward_name","direction","directionNumber","balconydirection","balconydirectionNumber"
"","2","","","48","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","2100000000","0","1","Phường Thắng Tam","","0","","0"
"","3","","","72","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","3300000000","0","2","Phường Thắng Tam","","0","","6"
"","1","","","45","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","1850000000","0","1","Phường Thắng Tam","","0","","0"
"","3","","","122","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","6800000000","0","2","Phường Thắng Tam","","0","","0"
"","3","","","122","Thành phố Vũng Tàu","Bà Rịa - Vũng Tàu","5900000000","0","2","Phường Thắng Tam","","0","","0"
"","2","","","67","Thành phố Thủ Đức","Tp Hồ Chí Minh","2550000000","0","2","Phường Phú Hữu (Quận 9 cũ)","","0","","0"
"","2","","","58","Quận 12","Tp Hồ Chí Minh","2150000000","0","1","Phường Thạnh Xuân","","0","","0"
"","2","","","72","Thành phố Thuận An","Bình Dương","2400000000","0","2","Phường Vĩnh Phú","","4","Hướng Nam","3"
"","1","","","53","Quận Tân Phú","Tp Hồ Chí Minh","2300000000","0","1","Phường Sơn Kỳ","","0","","0"
"","3","","","106","Quận 7","Tp Hồ Chí Minh","5000000000","0","3","Phường Tân Phú","","0","","0"
"","2","","","85","Quận 7","Tp Hồ Chí Minh","4200000000","0","2","Phường Tân Phú","","0","","0"
"","2","","","68","Thành phố Thủ Đức","Tp Hồ Chí Minh","3000000000","0","2","Phường Phú Hữu (Quận 9 cũ)","","0","","0"
"","2","","","83","Quận Phú Nhuận","Tp Hồ Chí Minh","2590000000","0","2","Phường 8","","0","","0"
"","2","","","63","Quận Bình Tân","Tp Hồ Chí Minh","1190000000","0","2","Phường Tân Tạo","","0","","0"
"","2","","","55","Huyện Bình Chánh","Tp Hồ Chí Minh","990000000","0","2","Xã Phong Phú","","0","","0"
"","1","","","54","Quận Tân Phú","Tp Hồ Chí Minh","2300000000","0","1","Phường Sơn Kỳ","","0","","0"
"","2","","","74","Quận 7","Tp Hồ Chí Minh","1360000000","0","2","Phường Tân Phong","","0","","0"
"","3","","","93","Quận 4","Tp Hồ Chí Minh","1720000000","0","2","Phường 1","","0","","0"
"","4","","","220","Thành phố Thủ Đức","Tp Hồ Chí Minh","22000000000","0","4","Phường Thạnh Mỹ Lợi (Quận 2 cũ)","","0","","0"
"","2","","","85","Quận 4","Tp Hồ Chí Minh","5000000000","0","2","Phường 18","","0","","0"
"","3","","","111","Quận 4","Tp Hồ Chí Minh","8000000000","0","0","Phường 18","","0","","0"
"","3","","","110","Thành phố Thủ Đức","Tp Hồ Chí Minh","7700000000","0","0","Phường Thạnh Mỹ Lợi (Quận 2 cũ)","","0","","6"
"","2","","","119","Thành phố Thủ Đức","Tp Hồ Chí Minh","7300000000","0","0","Phường Thạnh Mỹ Lợi (Quận 2 cũ)","","0","","6"
"","3","","","89","Thành phố Thủ Đức","Tp Hồ Chí Minh","5200000000","0","0","Phường Thạnh Mỹ Lợi (Quận 2 cũ)","","0","","0"
"","2","","","98","Thành phố Thủ Đức","Tp Hồ Chí Minh","5000000000","0","0","Phường Thạnh Mỹ Lợi (Quận 2 cũ)","","0","","6"
"","3","","","99","Huyện Nhà Bè","Tp Hồ Chí Minh","4050000000","0","2","Xã Phước Kiển","","0","","0"
"","3","","","83","Huyện Bình Chánh","Tp Hồ Chí Minh","2400000000","0","2","Xã Phong Phú","","0","","0"
"","1","","","38","Huyện Nhà Bè","Tp Hồ Chí Minh","1400000000","0","1","Xã Phước Kiển","","0","","0"
"","2","","","60","Huyện Bình Chánh","Tp Hồ Chí Minh","2000000000","0","2","Thị trấn Tân Túc","","0","","0"
"","2","","","64","Quận Tân Phú","Tp Hồ Chí Minh","2900000000","0","1","Phường Sơn Kỳ","","0","","0"
"","2","","","56","Huyện Nhà Bè","Tp Hồ Chí Minh","2950000000","0","1","Xã Phước Kiển","","0","","0"
"","2","","","71","Huyện Nhà Bè","Tp Hồ Chí Minh","3100000000","0","2","Xã Phước Kiển","","0","","0"
"","1","","","33","Huyện Nhà Bè","Tp Hồ Chí Minh","1700000000","0","1","Xã Phước Kiển","","0","","0"
"","2","","","54.7","Thành phố Dĩ An","Bình Dương","2100000000","0","2","Phường An Bình","","6","","0"
"","3","","","104","Quận Tân Phú","Tp Hồ Chí Minh","4150000000","0","2","Phường Sơn Kỳ","","0","","0"
"","2","","","84","Quận Tân Phú","Tp Hồ Chí Minh","3800000000","0","2","Phường Sơn Kỳ","","0","","0"
"","3","","","104","Quận Tân Phú","Tp Hồ Chí Minh","3970000000","0","2","Phường Sơn Kỳ","","0","","0"
"","1","","","53","Quận Tân Phú","Tp Hồ Chí Minh","2390000000","0","1","Phường Sơn Kỳ","","0","","0"
"","2","","","66","Quận Tân Phú","Tp Hồ Chí Minh","2880000000","0","1","Phường Sơn Kỳ","","0","","0"
"","2","","","40","Quận Bắc Từ Liêm","Hà Nội","600000000","0","1","Phường Xuân Đỉnh","","2","","6"
"","2","","","40","Quận Tây Hồ","Hà Nội","600000000","0","1","Phường Bưởi","","3","","6"
"","1","","","55.1","Quận 4","Tp Hồ Chí Minh","2850000000","0","1","Phường 2","","8","","5"
"","2","","","80","Quận 5","Tp Hồ Chí Minh","5500000000","0","2","Phường 4","","0","","0"
"","2","","","60","Quận Liên Chiểu","Đà Nẵng","960000000","0","2","Phường Hòa Hiệp Nam","","0","","0"
"","2","","","78","Quận 10","Tp Hồ Chí Minh","5000000000","0","2","Phường 14","","0","","0"
"","2","","","69","Quận Tân Phú","Tp Hồ Chí Minh","2490000000","0","2","Phường Sơn Kỳ","","0","","0"
"","1","","","35.96","Quận Bình Tân","Tp Hồ Chí Minh","1730000000","0","1","Phường An Lạc","","0","","0"
"","2","","","66","Quận Tân Phú","Tp Hồ Chí Minh","2480000000","0","2","Phường Sơn Kỳ","","0","","0"
"","2","","","70","Quận Tân Phú","Tp Hồ Chí Minh","2500000000","0","2","Phường Sơn Kỳ","","0","","0"
"","3","","","87","Quận Phú Nhuận","Tp Hồ Chí Minh","5350000000","0","2","Phường 9","","0","","0"
"","2","","","88","Quận Tân Phú","Tp Hồ Chí Minh","3760000000","0","2","Phường Sơn Kỳ","","0","","0"
"","2","","","103","Quận Nam Từ Liêm","Hà Nội","3000000000","0","0","Phường Trung Văn","","0","","0"
"","1","","","43.7","Thành phố Dĩ An","Bình Dương","1638000000","0","1","Phường An Bình","","1","","2"
"","2","","","91","Quận Nam Từ Liêm","Hà Nội","3000000000","0","0","Phường Trung Văn","","0","","0"
"","1","","","56","Quận 7","Tp Hồ Chí Minh","1980000000","0","1","Phường Phú Thuận","","6","","7"
"","3","","","106","Quận 7","Tp Hồ Chí Minh","4050000000","0","3","Phường Tân Phong","","0","","0"
"","2","","","52","Thành phố Dĩ An","Bình Dương","1550000000","0","2","Phường Đông Hòa","","0","","5"
"","3","","","117","Quận Tân Phú","Tp Hồ Chí Minh","5000000000","0","0","Phường Sơn Kỳ","","0","","0"
"","2","","","77","Quận Bình Thạnh","Tp Hồ Chí Minh","4500000000","0","2","Phường 25","","0","","0"
"","3","","","89","Quận 7","Tp Hồ Chí Minh","2550000000","0","2","Phường Phú Mỹ","","0","","0"
"","1","","","48","Quận 7","Tp Hồ Chí Minh","1600000000","0","1","Phường Phú Mỹ","","0","","0"
"","3","","","97","Quận 7","Tp Hồ Chí Minh","2000000000","0","2","Phường Phú Mỹ","","0","","0"
"","2","","","84","Quận 7","Tp Hồ Chí Minh","2350000000","0","2","Phường Phú Mỹ","","0","","0"
"","5","","","268","Quận 7","Tp Hồ Chí Minh","3800000000","0","5","Phường Phú Mỹ","","0","","0"
"","2","","","67","Quận 7","Tp Hồ Chí Minh","2100000000","0","2","Phường Phú Mỹ","","0","","0"
"","3","","","98","Quận 7","Tp Hồ Chí Minh","2000000000","0","2","Phường Phú Mỹ","","0","","0"
"","2","","","60","Quận 8","Tp Hồ Chí Minh","2300000000","0","2","Phường 4","","7","Hướng Đông Nam","6"
"","3","","","70","Quận Liên Chiểu","Đà Nẵng","948000000","0","0","Phường Hòa Minh","","0","","0"
"","1","","","48","Quận 7","Tp Hồ Chí Minh","1600000000","0","1","Phường Phú Mỹ","","0","","0"
"","3","","","70","Quận Liên Chiểu","Đà Nẵng","972000000","0","0","Phường Hòa Minh","","0","","0"
"","3","","","179","Quận Tân Phú","Tp Hồ Chí Minh","9200000000","0","2","Phường Sơn Kỳ","","0","","0"
"","2","","","60","Quận Hoàng Mai","Hà Nội","1630000000","0","2","Phường Hoàng Liệt","","0","","0"
"","4","","","250","Quận 7","Tp Hồ Chí Minh","6000000000","0","4","Phường Tân Thuận Tây","","0","","0"
"","2","","","72","Quận Hoàng Mai","Hà Nội","1830000000","0","2","Phường Hoàng Liệt","","0","","0"
"","3","","","93","Quận 8","Tp Hồ Chí Minh","2400000000","0","2","Phường 16","","0","","0"
"","2","","","73","Quận 8","Tp Hồ Chí Minh","2000000000","0","2","Phường 16","","0","","0"
"","1","","","61","Quận Tân Phú","Tp Hồ Chí Minh","2550000000","0","1","Phường Tân Sơn Nhì","","6","","8"
"","3","","","95","Quận Nam Từ Liêm","Hà Nội","3900000000","0","0","Phường Mỹ Đình 2","","0","","0"
"","2","","","85","Huyện Bình Chánh","Tp Hồ Chí Minh","4400000000","0","2","Xã Bình Hưng","","0","","0"
"","2","","","45","Quận Tân Bình","Tp Hồ Chí Minh","1850000000","0","1","Phường 10","","0","","0"
"","2","","","75","Huyện Nhà Bè","Tp Hồ Chí Minh","4000000000","0","2","Xã Phước Kiển","","0","","0"
"","2","","","50","Quận 6","Tp Hồ Chí Minh","1920000000","0","1","Phường 10","","0","","0"
"","2","","","86","Quận Tân Phú","Tp Hồ Chí Minh","4100000000","0","2","Phường Sơn Kỳ","","0","","0"
"","2","","","86","Huyện Bình Chánh","Tp Hồ Chí Minh","4400000000","0","2","Xã Bình Hưng","","0","","0"
"","2","","","78","Huyện Bình Chánh","Tp Hồ Chí Minh","3200000000","0","2","Xã Bình Hưng","","0","","0"
"","2","","","85","Huyện Bình Chánh","Tp Hồ Chí Minh","4400000000","0","2","Xã Bình Hưng","","0","","0"
"","3","","","104","Huyện Nhà Bè","Tp Hồ Chí Minh","4750000000","0","2","Xã Phước Kiển","","0","","0"
"","2","","","72","Quận Tân Phú","Tp Hồ Chí Minh","2150000000","0","2","Phường Phú Thọ Hòa","","0","","0"
"","1","","","32","Thành phố Phan Thiết","Bình Thuận","900000000","0","1","Phường Mũi Né","","0","","0"
"","2","","","5","Quận Bình Tân","Tp Hồ Chí Minh","600000000","0","1","Phường An Lạc","","0","","0"
"","2","","","61.2","Thành phố Dĩ An","Bình Dương","1958020000","0","2","Phường An Bình","","4","","1"
"","1","","","59","Quận Bình Tân","Tp Hồ Chí Minh","600000000","0","1","Phường An Lạc","","0","","0"
"","2","","","72","Quận Tân Phú","Tp Hồ Chí Minh","1750000000","0","2","Phường Tân Quý","","0","","0"
"","3","","","93","Quận Nam Từ Liêm","Hà Nội","36000000","0","2","Phường Mỹ Đình 2","","0","","0"
"","4","","","135","Quận Ba Đình","Hà Nội","8000000000","0","0","Phường Giảng Võ","","0","","0"
"","1","","","50","Thành phố Dĩ An","Bình Dương","400000000","0","1","Phường Tân Đông Hiệp","","0","","0"
"","2","","","86","Quận 10","Tp Hồ Chí Minh","2354000000","0","2","Phường 12","","0","","0"
"","3","","","98","Quận Phú Nhuận","Tp Hồ Chí Minh","1650000000","0","2","Phường 9","","0","","0"
"","1","","","39","Quận Hải Châu","Đà Nẵng","3300000000","0","0","Phường Bình Hiên","","0","","0"
"","2","","","75","Quận Sơn Trà","Đà Nẵng","2500000000","0","1","Phường An Hải Tây","","0","","7"
"","3","","","101","Thành phố Thủ Đức","Tp Hồ Chí Minh","10800000000","0","2","Phường Thạnh Mỹ Lợi (Quận 2 cũ)","","0","","0"
"","1","","","65","Quận Sơn Trà","Đà Nẵng","3600000000","0","2","Phường An Hải Tây","","0","","0"
"","2","","","90","Thành phố Thủ Đức","Tp Hồ Chí Minh","3950000000","0","2","Phường An Phú (Quận 2 cũ)","","8","","5"
"","2","","","43","Quận 10","Tp Hồ Chí Minh","1950000000","0","1","Phường 15","","8","","5"
"","2","","","56","Thành phố Thủ Đức","Tp Hồ Chí Minh","3200000000","0","1","Phường An Phú (Quận 2 cũ)","","0","","0"
"","2","","","74.6","Thành phố Thủ Đức","Tp Hồ Chí Minh","3000000000","0","2","Phường An Phú (Quận 2 cũ)","","7","","0"
"","3","","","115.4","Thành phố Thủ Đức","Tp Hồ Chí Minh","4700000000","0","2","Phường An Phú (Quận 2 cũ)","","6","","0"
"","3","","","100","Quận Tây Hồ","Hà Nội","3950000000","0","2","Phường Phú Thượng","","0","","0"
"","3","","","160","Quận Nam Từ Liêm","Hà Nội","4800000000","0","3","Phường Mỹ Đình 2","","0","","0"
"","2","","","60","Thành phố Thủ Đức","Tp Hồ Chí Minh","2350000000","0","1","Phường Bình Trưng Tây (Quận 2 cũ)","","0","","0"
"","1","","","50","Quận 7","Tp Hồ Chí Minh","1280000000","0","1","Phường Phú Mỹ","","0","","0"
"","2","","","60","Thành phố Thủ Đức","Tp Hồ Chí Minh","1600000000","0","2","Phường Tam Phú (Quận Thủ Đức cũ)","","7","","0"
"","2","","","65","Quận Thanh Xuân","Hà Nội","2480000000","0","2","Phường Thanh Xuân Bắc","","0","","0"
"","2","","","50","Quận Đống Đa","Hà Nội","800000000","0","1","Phường Trung Phụng","","0","","0"
"","2","","","71","Quận Gò Vấp","Tp Hồ Chí Minh","3600000000","0","0","Phường 1","","0","","0"
"","3","","","98","Quận Nam Từ Liêm","Hà Nội","3600000000","0","0","Phường Mỹ Đình 2","","0","","0"
"","2","","","64","Thành phố Biên Hòa","Đồng Nai","1200000000","0","2","Phường Tam Hòa","","0","","0"
"","2","","","85","Quận 6","Tp Hồ Chí Minh","2750000000","0","2","Phường 10","","0","","0"
"","2","","","85","Quận 7","Tp Hồ Chí Minh","1650000000","0","3","Phường Phú Mỹ","","0","","0"
"","3","","","85","Thành phố Thủ Đức","Tp Hồ Chí Minh","3400000000","0","2","Phường Phú Hữu (Quận 9 cũ)","","0","","0"
"","2","","","50","Quận Tây Hồ","Hà Nội","650000000","0","1","Phường Phú Thượng","","0","","0"
"","3","","","97","Quận 7","Tp Hồ Chí Minh","1970000000","0","2","Phường Phú Mỹ","","0","","0"
"","2","","","61","Quận 6","Tp Hồ Chí Minh","1560000000","0","1","Phường 11","","0","","0"
"","3","","","68.66","Quận 7","Tp Hồ Chí Minh","1750000000","0","2","Phường Tân Phong","","0","","0"
"","2","","","50","Quận Bình Thạnh","Tp Hồ Chí Minh","1470000000","0","2","Phường 17","","0","","0"
"","3","","","108","Quận Cầu Giấy","Hà Nội","5000000000","0","0","Phường Dịch Vọng Hậu","","0","","0"
"","2","","","75","Quận Tân Bình","Tp Hồ Chí Minh","1985000000","0","2","Phường 14","","0","","0"
"","2","","","65","Quận 4","Tp Hồ Chí Minh","1275000000","0","1","Phường 1","","0","","0"
"","1","","","43","Quận Nam Từ Liêm","Hà Nội","1940000000","0","0","Phường Tây Mỗ","","0","","0"
"","5","","","300","Quận Tân Phú","Tp Hồ Chí Minh","23000000000","0","0","Phường Sơn Kỳ","","0","","0"
"","2","","","68","Quận Tân Bình","Tp Hồ Chí Minh","2450000000","0","2","Phường 15","","0","","3"
"","2","","","50","Quận 6","Tp Hồ Chí Minh","1980000000","0","1","Phường 10","","0","","0"
"","2","","","76","Quận Tân Phú","Tp Hồ Chí Minh","3250000000","0","2","Phường Hòa Thạnh","","0","","0"
"","3","","","96","Quận Cầu Giấy","Hà Nội","4600000000","0","0","Phường Dịch Vọng Hậu","","0","","0"
"","2","","","65","Huyện Bình Chánh","Tp Hồ Chí Minh","1990000000","0","2","Xã Phong Phú","","0","","0"
"","2","","","52","Quận 6","Tp Hồ Chí Minh","1900000000","0","1","Phường 10","","0","","0"
"","3","","","106","Quận Tân Phú","Tp Hồ Chí Minh","3800000000","0","3","Phường Tân Thành","","0","","0"
"","3","","","110","Quận 1","Tp Hồ Chí Minh","15000000000","0","2","Phường Bến Nghé","","6","","7"
"","1","","","51","Quận 1","Tp Hồ Chí Minh","7500000000","0","1","Phường Bến Nghé","","0","","0"
"","3","","","110","Quận 1","Tp Hồ Chí Minh","19400000000","0","2","Phường Bến Nghé","","6","","7"
"","3","","","106","Thành phố Thủ Đức","Tp Hồ Chí Minh","3200000000","0","2","Phường An Khánh (Quận 2 cũ)","","0","","0"
"","2","","","76","Quận 4","Tp Hồ Chí Minh","2700000000","0","1","Phường 1","","0","","0"
"","2","","","78","Quận Tân Phú","Tp Hồ Chí Minh","2390000000","0","2","Phường Phú Thọ Hòa","","0","","6"
"","2","","","64","Huyện Bình Chánh","Tp Hồ Chí Minh","1420000000","0","1","Xã Bình Hưng","","0","","0"
"","3","","","100","Huyện Bình Chánh","Tp Hồ Chí Minh","2400000000","0","2","Xã Bình Hưng","","0","","0"
"","2","","","1","Quận 7","Tp Hồ Chí Minh","1445000000","0","2","Phường Phú Mỹ","","0","","0"
"","4","","","154","Thành phố Thủ Đức","Tp Hồ Chí Minh","7700000000","0","3","Phường Thảo Điền (Quận 2 cũ)","","0","","0"
"","2","","","1","Quận Tân Bình","Tp Hồ Chí Minh","1599000000","0","2","Phường 2","","0","","0"
"","2","","","1","Quận 4","Tp Hồ Chí Minh","1460000000","0","2","Phường 1","","0","","0"
"","2","","","1","Quận 8","Tp Hồ Chí Minh","1399000000","0","2","Phường 6","","0","","0"
"","1","","","48","Thành phố Thủ Đức","Tp Hồ Chí Minh","1550000000","0","0","Phường Linh Trung (Quận Thủ Đức cũ)","","0","","0"
"","2","","","72","Quận Tân Phú","Tp Hồ Chí Minh","985000000","0","2","Phường Tây Thạnh","","0","","0"
"","2","","","60","Thành phố Thuận An","Bình Dương","1500000000","0","2","Phường Thuận Giao","","8","","0"
"","3","","","80","Thành phố Thủ Đức","Tp Hồ Chí Minh","4250000000","0","2","Phường An Phú (Quận 2 cũ)","","0","","0"
"","3","","","180","Quận 7","Tp Hồ Chí Minh","8600000000","0","3","Phường Tân Thuận Tây","","0","","0"
"","3","","","100","Thành phố Dĩ An","Bình Dương","3150000000","0","2","Phường An Bình","","8","Hướng Đông Bắc","5"
"","2","","","90","Quận Tân Bình","Tp Hồ Chí Minh","2930000000","0","2","Phường 15","","0","","0"
"","3","","","83","Quận Phú Nhuận","Tp Hồ Chí Minh","5700000000","0","2","Phường 9","","0","","7"
"","2","","","73","Quận Tân Bình","Tp Hồ Chí Minh","3650000000","0","2","Phường 12","","1","","0"
"","1","","","30","Quận Nam Từ Liêm","Hà Nội","1500000000","0","0","Phường Tây Mỗ","","0","","0"
"","2","","","68","Quận Bình Tân","Tp Hồ Chí Minh","3000000000","0","2","Phường An Lạc","","0","","0"
"","3","","","120","Quận 3","Tp Hồ Chí Minh","5000000000","0","0","Phường 10","","0","","0"
"","1","","","43.6","Thành phố Dĩ An","Bình Dương","1600000000","0","1","Phường An Bình","","6","","7"
"","1","","","31","Quận Nam Từ Liêm","Hà Nội","1450000000","0","1","Phường Tây Mỗ","","0","","0"
"","1","","","29.3","Thành phố Thủ Đức","Tp Hồ Chí Minh","1370000000","0","1","Phường Long Thạnh Mỹ (Quận 9 cũ)","","0","","7"
"","1","","","54","Quận 7","Tp Hồ Chí Minh","2150000000","0","1","Phường Phú Thuận","","2","","2"
"","3","","","98","Quận Nam Từ Liêm","Hà Nội","4900000000","0","0","Phường Mỹ Đình 2","","0","","0"
"","3","","","112","Quận Tân Phú","Tp Hồ Chí Minh","5260000000","0","2","Phường Sơn Kỳ","","0","","0"
"","2","","","68","Quận Bình Tân","Tp Hồ Chí Minh","2390000000","0","2","Phường An Lạc","","0","","0"
"","2","","","61","Thị xã Tân Uyên","Bình Dương","1100000000","0","2","Xã Hội Nghĩa","","0","","5"
"","2","","","60","Thành phố Thủ Đức","Tp Hồ Chí Minh","4700000000","0","2","Phường Thảo Điền (Quận 2 cũ)","","0","","0"
"","2","","","137","Quận 7","Tp Hồ Chí Minh","8000000000","0","2","Phường Tân Phú","","3","","8"
"","1","","","40","Quận 3","Tp Hồ Chí Minh","1700000000","0","2","Phường 1","","0","","0"
"","1","","","45","Quận 5","Tp Hồ Chí Minh","2950000000","0","1","Phường 4","","0","","0"
"","1","","","33","Thành phố Thuận An","Bình Dương","900000000","0","1","Phường Thuận Giao","","0","","0"
"","1","","","44","Thành phố Dĩ An","Bình Dương","1260000000","0","1","Phường Đông Hòa","","0","","0"
"","2","","","68","Quận Bình Tân","Tp Hồ Chí Minh","2390000000","0","2","Phường An Lạc","","0","","0"
"","2","","","60","Thành phố Dĩ An","Bình Dương","1790000000","0","1","Phường Đông Hòa","","0","","0"
"","1","","","32","Thành phố Thuận An","Bình Dương","110000000","0","1","Phường Thuận Giao","","0","","0"
"","2","","","78","Quận Bình Tân","Tp Hồ Chí Minh","4050000000","0","2","Phường An Lạc","","0","","0"
"","1","","","32","Thành phố Thuận An","Bình Dương","1000000000","0","1","Phường Thuận Giao","","0","","0"
"","2","","","84","Quận 8","Tp Hồ Chí Minh","3390000000","0","2","Phường 6","","0","","0"
"","3","","","80","Huyện Gia Lâm","Hà Nội","2400000000","0","2","Thị trấn Trâu Quỳ","","0","","0"
"","2","","","75","Thành phố Dĩ An","Bình Dương","2450000000","0","2","Phường An Bình","","0","","0"
"","1","","","36","Thành phố Thuận An","Bình Dương","900000000","0","1","Phường Thuận Giao","","0","","0"
"","2","","","115","Quận 8","Tp Hồ Chí Minh","3500000000","0","2","Phường 5","","0","","0"
"","2","","","63","Quận Bình Tân","Tp Hồ Chí Minh","2390000000","0","2","Phường An Lạc","","0","","0"
"","3","","","95","Quận 7","Tp Hồ Chí Minh","5400000000","0","2","Phường Tân Thuận Tây","","0","","0"
"","2","","","70","Huyện Gia Lâm","Hà Nội","1990000000","0","2","Thị trấn Trâu Quỳ","","0","","0"
"","2","","","66","Quận Nam Từ Liêm","Hà Nội","2500000000","0","0","Phường Cầu Diễn","","0","","0"
"","3","","","120.8","Thành phố Thủ Đức","Tp Hồ Chí Minh","6500000000","0","2","Phường An Phú (Quận 2 cũ)","","0","","0"
"","3","","","80","Quận Đống Đa","Hà Nội","2850000000","0","2","Phường Láng Hạ","","0","","0"
"","2","","","75","Quận 7","Tp Hồ Chí Minh","3500000000","0","2","Phường Tân Thuận Tây","","0","","0"
"","2","","","68","Huyện Gia Lâm","Hà Nội","1950000000","0","2","Thị trấn Trâu Quỳ","","0","","0"
"","3","","","100","Quận 7","Tp Hồ Chí Minh","4850000000","0","2","Phường Tân Hưng","","0","","3"
"","1","","","47","Huyện Gia Lâm","Hà Nội","1300000000","0","1","Thị trấn Trâu Quỳ","","0","","0"
"","1","","","33","Quận 6","Tp Hồ Chí Minh","902000000","0","1","Phường 10","","2","","1"
"","2","","","76","Quận Tân Phú","Tp Hồ Chí Minh","2450000000","0","2","Phường Phú Thọ Hòa","","0","","0"
"","2","","","68","Quận Ngũ Hành Sơn","Đà Nẵng","1555000000","0","2","Phường Hoà Hải","","5","","6"
"","2","","","60","Huyện Gia Lâm","Hà Nội","1600000000","0","1","Thị trấn Trâu Quỳ","","0","","0"
"","3","","","83","Quận Phú Nhuận","Tp Hồ Chí Minh","5670000000","0","2","Phường 9","","0","","0"
"","2","","","76","Quận 4","Tp Hồ Chí Minh","3150000000","0","2","Phường 1","","0","","0"
"","2","","","63","Quận Tân Phú","Tp Hồ Chí Minh","2900000000","0","1","Phường Sơn Kỳ","","7","","6"
"","1","","","31","Huyện Gia Lâm","Hà Nội","980000000","0","1","Thị trấn Trâu Quỳ","","0","","0"
"","2","","","54","Quận Nam Từ Liêm","Hà Nội","3000000000","0","1","Phường Tây Mỗ","","5","","7"
"","2","","","59","Huyện Bình Chánh","Tp Hồ Chí Minh","2400000000","0","2","Thị trấn Tân Túc","","7","","6"
"","3","","","80","Quận 7","Tp Hồ Chí Minh","4350000000","0","2","Phường Tân Thuận Tây","","0","","0"
"","2","","","72","Quận Tân Phú","Tp Hồ Chí Minh","2300000000","0","2","Phường Hòa Thạnh","","0","","0"
"","1","","","32","Quận 7","Tp Hồ Chí Minh","1690000000","0","1","Phường Tân Kiểng","","0","","0"
"","2","","","73","Quận 8","Tp Hồ Chí Minh","2580000000","0","2","Phường 4","","0","","0"
"","3","","","87","Quận 11","Tp Hồ Chí Minh","4850000000","0","2","Phường 15","","0","","0"
"","2","","","71","Quận Ngũ Hành Sơn","Đà Nẵng","1750000000","0","0","Phường Hoà Hải","","0","","0"
"","3","","","95","Huyện Bình Chánh","Tp Hồ Chí Minh","4350000000","0","2","Xã Bình Hưng","","0","","0"
"","2","","","67","Thành phố Thuận An","Bình Dương","2400000000","0","2","Phường Vĩnh Phú","","0","","0"
"","3","","","98","Quận Bắc Từ Liêm","Hà Nội","5600000000","0","2","Phường Đông Ngạc","","0","","0"
"","2","","","75","Thành phố Thủ Đức","Tp Hồ Chí Minh","5000000000","0","2","Phường Thạnh Mỹ Lợi (Quận 2 cũ)","","6","","7"
"","1","","","50","Quận Bình Tân","Tp Hồ Chí Minh","2450000000","0","1","Phường An Lạc","","0","","0"
"","3","","","97","Quận Tân Phú","Tp Hồ Chí Minh","3070000000","0","2","Phường Sơn Kỳ","","0","","0"
"","2","","","72","Huyện Bình Chánh","Tp Hồ Chí Minh","2800000090","0","2","Xã Bình Hưng","","0","","0"
"","1","","","36","Thành phố Thuận An","Bình Dương","860000000","0","1","Phường Thuận Giao","","0","","8"
"","1","","","37","Thành phố Thủ Đức","Tp Hồ Chí Minh","1979000000","0","1","Phường Trường Thạnh (Quận 9 cũ)","","6","","0"
"","1","","","21","Thành phố Thủ Đức","Tp Hồ Chí Minh","900000000000","0","1","Phường Hiệp Bình Chánh (Quận Thủ Đức cũ)","","1","","1"
"","2","","","70","Quận 8","Tp Hồ Chí Minh","2230000000","0","2","Phường 4","","0","","0"
"","2","","","58","Quận 12","Tp Hồ Chí Minh","1750000000","0","2","Phường Tân Thới Nhất","","4","","1"
"","2","","","58","Huyện Bình Chánh","Tp Hồ Chí Minh","2570000000","0","1","Xã Bình Hưng","","0","","0"
"","1","","","51","Thành phố Thủ Đức","Tp Hồ Chí Minh","2000000000","0","0","Phường Trường Thọ (Quận Thủ Đức cũ)","","0","","0"
"","2","","","60","Quận Tân Phú","Tp Hồ Chí Minh","2300000000","0","2","Phường Phú Thọ Hòa","","0","","0"
"","2","","","72","Huyện Bình Chánh","Tp Hồ Chí Minh","2850000000","0","2","Xã Bình Hưng","","0","","0"
"","3","","","86","Quận 7","Tp Hồ Chí Minh","3800000000","0","2","Phường Phú Thuận","","4","","1"
"","2","","","50","Quận 6","Tp Hồ Chí Minh","1800000000","0","2","Phường 10","","4","","3"
"","3","","","109","Quận Bắc Từ Liêm","Hà Nội","4800000000","0","2","Phường Đông Ngạc","","0","","0"
"","3","","","83","Quận Phú Nhuận","Tp Hồ Chí Minh","6000000000","0","2","Phường 9","","0","","6"
"","2","","","73","Thành phố Thủ Dầu Một","Bình Dương","2107172000","0","2","Phường Chánh Nghĩa","","5","Hướng Tây Nam","8"
"","2","","","52","Thành phố Dĩ An","Bình Dương","1558000000","0","2","Phường Đông Hòa","","0","","0"
"","3","","","80","Huyện Gia Lâm","Hà Nội","2400000000","0","2","Thị trấn Trâu Quỳ","","0","","0"
"","2","","","62","Quận 8","Tp Hồ Chí Minh","2500000000","0","0","Phường 6","","0","","0"
"","1","","","48","Thành phố Biên Hòa","Đồng Nai","1530000000","0","1","Phường Thống Nhất","","7","","6"
